Id,SalePrice
1461,112632.3177051227
1462,159874.65269346256
1463,174861.31320599385
1464,198708.56027892098
1465,187167.04310262034
1466,169321.35559084697
1467,169378.72614930413
1468,163444.42083586706
1469,205550.30968525383
1470,112340.537702356
1471,205514.63961814338
1472,120364.97642310453
1473,107843.85717304662
1474,169570.9542299246
1475,124855.59019340959
1476,375608.2517682019
1477,249734.91640252963
1478,328697.6995321472
1479,315571.56811577146
1480,435568.50943314895
1481,316290.3109044062
1482,228892.88664578745
1483,174717.86162594956
1484,180722.86639885412
1485,198327.739663533
1486,203175.34643696464
1487,342192.1767931906
1488,226803.96906396718
1489,188087.1288107817
1490,229802.29891575588
1491,197039.75467388827
1492,94046.49253565737
1493,211003.94639725197
1494,305780.5967897344
1495,314265.49827896367
1496,243267.88386931928
1497,183444.95350239635
1498,171676.44006005453
1499,172180.06986525317
1500,164012.42951291287
1501,177441.2228156774
1502,169092.3994357601
1503,276330.42845195875
1504,230319.12601794366
1505,212924.20167091355
1506,181382.29673714464
1507,231424.72312832304
1508,187220.66041653772
1509,157881.89114712062
1510,138011.0088177047
1511,133694.0704765778
1512,163143.1353021874
1513,157699.057939974
1514,154816.82865909516
1515,200665.33839587733
1516,158765.56680609751
1517,183073.6284502247
1518,149380.07683261944
1519,213205.26333639893
1520,119576.99620994809
1521,123646.89746136032
1522,178566.15692470636
1523,100493.24667958578
1524,105635.95792760566
1525,107005.95028620277
1526,110614.24855832738
1527,96342.65912118636
1528,138407.8129268479
1529,132877.00363070297
1530,197118.01426909625
1531,136583.96365220862
1532,97509.88306152256
1533,135960.66385272017
1534,125220.42831478344
1535,160972.62791846652
1536,109941.51391531416
1537,71187.70055125846
1538,169599.23812862328
1539,210877.5685165964
1540,127585.80226236029
1541,151390.72666856955
1542,144345.75285730802
1543,183484.38683791872
1544,76864.84677450074
1545,115719.88027863018
1546,148362.88691222685
1547,141440.12425013888
1548,134595.52496552956
1549,121327.15427112003
1550,145186.54137297062
1551,131371.64319880778
1552,151950.69225807453
1553,156204.15393419907
1554,129840.43053424341
1555,163161.7842193828
1556,99934.27450778853
1557,106140.11037865194
1558,103750.3939093707
1559,98812.32867754594
1560,152882.1659264227
1561,125043.40781355865
1562,118288.79202126607
1563,116801.61002400256
1564,164206.24760946742
1565,156547.01150877576
1566,230569.43631364376
1567,75888.46500316792
1568,213053.20350287616
1569,126674.1295236139
1570,145171.77321570867
1571,121586.28619520669
1572,133513.18003901793
1573,222243.05428480328
1574,135353.9550173884
1575,231432.29627377325
1576,234449.92322910548
1577,182005.28649892705
1578,141088.98763378104
1579,131918.77537441195
1580,190776.548518961
1581,143345.0365258928
1582,112702.58157925744
1583,269126.3736820658
1584,224661.4612076077
1585,155770.78401752672
1586,59015.52065526735
1587,106853.26454966981
1588,152250.47687951848
1589,97241.36245144997
1590,130383.67932083074
1591,79890.61018859281
1592,122489.5252908016
1593,123953.05986416171
1594,144624.75445013348
1595,125247.00123014569
1596,207233.56518481678
1597,185252.43341097585
1598,191861.2048891618
1599,209614.38979691063
1600,192371.5967416594
1601,48138.296801391814
1602,119526.76352960145
1603,85658.2945884947
1604,277761.61657573626
1605,241333.4065528834
1606,173195.33239463833
1607,187506.8942955059
1608,208071.44784527697
1609,191782.64160987228
1610,142835.12231263856
1611,139978.51655719825
1612,184323.94366117846
1613,163754.79024174472
1614,150260.77911059902
1615,96089.07260311407
1616,85589.6242047663
1617,96875.40771586809
1618,114197.55975043622
1619,132206.4453644387
1620,194396.86926499283
1621,131012.80901594087
1622,141463.6993100376
1623,266078.31562076224
1624,212453.3833817208
1625,119037.21366037225
1626,172764.46127158584
1627,185861.50715717504
1628,281702.82423172594
1629,182850.86523348
1630,307748.2880096995
1631,194977.36233469826
1632,219104.22782698128
1633,185943.32569532975
1634,184826.3157359673
1635,178403.64926571486
1636,159628.9518452374
1637,168989.528857507
1638,204529.55348790792
1639,179796.30709833495
1640,233131.45116936433
1641,181283.74025392195
1642,254739.14383205707
1643,218704.9751069884
1644,227403.721933013
1645,175604.50260332256
1646,159099.29362330085
1647,165824.1733584266
1648,127094.56002361223
1649,122337.72183746373
1650,107143.0671758693
1651,109962.4127574435
1652,115845.13367454155
1653,114188.44937233825
1654,161964.95857190993
1655,153871.06437824294
1656,158639.9604356028
1657,162439.38974738918
1658,169012.24099278607
1659,130873.14380475011
1660,148237.0702029892
1661,410634.57488981244
1662,376354.77476145054
1663,365070.331322442
1664,449526.98332133895
1665,338084.6532945567
1666,330307.37359914737
1667,360678.2561403396
1668,351867.1000398681
1669,325958.1964160342
1670,358033.10049994563
1671,248996.23914129025
1672,380630.28356712445
1673,276968.8062842562
1674,243611.54763279489
1675,208761.08480609913
1676,209966.87759158137
1677,226051.07715710002
1678,443569.558563878
1679,375950.19431513216
1680,359330.3296903234
1681,312750.986524646
1682,318250.82415185525
1683,209974.64363369514
1684,197442.18396966456
1685,183196.1269521662
1686,189536.78864791332
1687,185520.370193056
1688,200352.61808304355
1689,205114.27512335154
1690,206889.02650719025
1691,198522.4119204585
1692,272683.6945151112
1693,186343.5319753916
1694,180957.04898696172
1695,171097.65901625605
1696,251453.40433050616
1697,172995.52095687838
1698,343397.84888538305
1699,311193.0836342314
1700,287516.45159777085
1701,300353.8707644076
1702,224903.56719396188
1703,235684.59023825504
1704,245980.48000665003
1705,249433.17388070148
1706,401237.34263673524
1707,228192.86148139328
1708,190930.8104921608
1709,238165.1438131667
1710,210206.6361252077
1711,270978.81726086367
1712,242561.32936030364
1713,267126.69779882225
1714,200485.11608347268
1715,197622.9582786223
1716,173728.02801214403
1717,179126.04255873815
1718,129910.57122438453
1719,217558.29433856526
1720,242149.62350298936
1721,176968.71833137644
1722,120945.53813710128
1723,155724.70157182647
1724,212017.0783097762
1725,226936.25075637834
1726,180424.9776700983
1727,159822.32342206466
1728,186000.61570407375
1729,153567.93323273264
1730,173537.33988964802
1731,112196.60017057357
1732,121935.68971084297
1733,111556.10544483998
1734,118859.07162955403
1735,129971.65648054413
1736,104882.84643558471
1737,290911.7915765049
1738,281158.27972385666
1739,255051.7970315881
1740,212176.44057877542
1741,186946.869047575
1742,173775.40873438295
1743,186573.64734578138
1744,311840.89631682105
1745,198351.8575001298
1746,223583.4644729718
1747,224134.59795192146
1748,207728.92051858216
1749,153653.10475241672
1750,136159.4109051912
1751,235919.5133069377
1752,105658.17867711867
1753,148262.05532204168
1754,200404.12213377206
1755,172009.01541377953
1756,108105.72249802481
1757,104284.51100467192
1758,141918.35356771137
1759,161835.1221425683
1760,157535.99519738765
1761,151203.0853397714
1762,169393.50356661354
1763,196231.2818404665
1764,103360.3932902994
1765,172903.47056129784
1766,173745.0183242691
1767,197572.7187412234
1768,131301.10928837798
1769,175498.32436248392
1770,149594.17606700712
1771,117710.33663977985
1772,135140.67013597174
1773,117098.546382909
1774,162652.82043164514
1775,124769.08671916946
1776,118350.32926653413
1777,95763.7533349935
1778,137797.25056983577
1779,120957.18596352299
1780,180949.62883708178
1781,121557.48855015432
1782,69374.70246666606
1783,153158.8401322955
1784,96557.2842047863
1785,140544.52534977387
1786,147636.26436957368
1787,174598.8197563656
1788,23382.21240560239
1789,97974.90445817588
1790,70524.58654878469
1791,212103.3142169235
1792,141873.88721017883
1793,146320.85845987574
1794,153166.46055208577
1795,122244.58517762524
1796,142473.80123842385
1797,120368.79469062627
1798,106481.32743579661
1799,93180.70459941751
1800,118031.26624500076
1801,115388.01523332467
1802,140716.0248267901
1803,159240.6213388649
1804,133900.93019284005
1805,133017.76067490678
1806,136038.45609850896
1807,163222.04756905558
1808,134054.91203617875
1809,123975.45976747823
1810,142428.65297115053
1811,95818.38016142283
1812,93984.34856114612
1813,119064.79642700055
1814,91467.35928399418
1815,32903.33832057705
1816,92227.20012832596
1817,130709.09155370411
1818,184636.94635111548
1819,172276.5648610561
1820,78358.620905058
1821,124141.40593299927
1822,165643.7900891233
1823,42677.61475056439
1824,138283.52855173283
1825,143241.1878957115
1826,109834.47840525326
1827,106471.26080452575
1828,137131.38293756737
1829,142985.3413442184
1830,154271.610610331
1831,169004.20555258164
1832,128361.90416704735
1833,156133.50325187796
1834,145220.44852424378
1835,150982.56818640436
1836,132282.7033067032
1837,82821.27508968423
1838,138429.99540871277
1839,84028.87094154686
1840,155262.71625787125
1841,154169.98613467236
1842,95549.82893253607
1843,127804.14028276718
1844,162354.64756882202
1845,145690.45616111188
1846,152438.35141057748
1847,168932.79119777982
1848,25855.35954551387
1849,115207.5051793268
1850,109748.94608643709
1851,157101.79721889325
1852,120315.01590834808
1853,137751.38451377914
1854,169451.60072941007
1855,168448.49061005854
1856,223927.85812060494
1857,172439.97976655565
1858,160349.19501961954
1859,139654.48946411017
1860,165957.27635065
1861,138852.18878050026
1862,308503.5993454074
1863,306258.6827260281
1864,306025.74766390276
1865,367369.32481239905
1866,354692.3614327475
1867,222179.5498958
1868,278707.8276371443
1869,204508.20632024558
1870,216068.76605505456
1871,277692.1354248098
1872,181240.97439755907
1873,217022.32564448268
1874,123276.25744456402
1875,190518.1788188768
1876,190039.53777437756
1877,206837.2640086385
1878,200684.01119561767
1879,119586.71527710155
1880,119251.78426307137
1881,228125.2221790909
1882,234295.52745699784
1883,191098.74787073612
1884,202655.3387648246
1885,249135.60203891498
1886,293562.9428624523
1887,209104.41811713093
1888,244116.79886334197
1889,176501.30580251158
1890,112624.67879672378
1891,165172.93954851065
1892,87378.93204454769
1893,129071.09699577687
1894,135964.93546827004
1895,146398.52628159773
1896,135829.71790914465
1897,132008.85433173418
1898,134319.16647496162
1899,163221.913481116
1900,145720.48316821997
1901,155978.64730933303
1902,139892.04162702122
1903,220984.84999013605
1904,123642.50692764827
1905,165559.17479831516
1906,137256.88376368064
1907,189614.27052665182
1908,133937.72274299874
1909,157899.72301473276
1910,144832.70931737707
1911,193606.40647923277
1912,286182.893577318
1913,164895.49685164163
1914,58879.5755534083
1915,337243.0837222819
1916,43267.89228582283
1917,239972.36092489638
1918,140547.60169002617
1919,174258.3257375317
1920,146053.3628969083
1921,385280.0452631262
1922,340916.15048000176
1923,206716.03791220597
1924,230333.07085140428
1925,210748.73004331853
1926,371226.4771784206
1927,124835.15218769398
1928,162037.21536522097
1929,107022.53166222485
1930,135656.60287228477
1931,131018.32246316684
1932,131640.75568760483
1933,186451.42134353128
1934,179118.04760210036
1935,167754.2262006129
1936,202306.1182698643
1937,175358.16234885983
1938,166171.83162336703
1939,249818.89703769708
1940,184910.3227844335
1941,170270.82064057962
1942,175958.65741583525
1943,215749.64631846984
1944,341843.34441432456
1945,366156.5202473407
1946,174933.584725085
1947,335671.13307177526
1948,181374.65262378624
1949,257589.86136023077
1950,182172.4422713258
1951,247295.7879315032
1952,221005.51857149956
1953,167760.19397164596
1954,193103.43284822028
1955,131238.57379482116
1956,280663.7125402032
1957,159147.03423837654
1958,270888.29281476204
1959,154227.59580332093
1960,93172.22631110519
1961,109429.69334128319
1962,118336.43186232238
1963,126596.34055727476
1964,121123.19706081814
1965,152934.2743989635
1966,147424.53702664905
1967,298576.73613240203
1968,403463.4185192275
1969,385151.20622445614
1970,399459.75588579156
1971,440786.5751765201
1972,359309.408668471
1973,280118.81161666504
1974,339699.40735443734
1975,429567.3064984843
1976,264704.389957061
1977,329734.9576414179
1978,339903.12846055295
1979,336394.2733925558
1980,212069.68719934154
1981,367755.63994018285
